trial_number,state,iterations,learning_rate,depth,l2_leaf_reg,mse,rmse,mae
107,COMPLETE,743,0.04993257669044811,4,4.164510186619528e-07,0.09640308940627818,0.3104884690391548,0.22025808928820922
108,COMPLETE,821,0.05336308594964962,4,0.007454021128649367,0.09376608465971309,0.3062124828606977,0.21665793382098164
109,COMPLETE,597,0.059397763189726525,5,0.005464878588420102,0.09553456806058858,0.3090866675555395,0.2201957492552586
110,COMPLETE,767,0.04096409587510139,10,2.5847096756110734e-08,0.18523297870546646,0.43038701038189625,0.29539998638246023
111,COMPLETE,884,0.06733957974567199,4,0.0022304056216887074,0.09364669853506896,0.30601748076714336,0.21148827621281688
112,COMPLETE,868,0.0758938287868715,4,0.0028971578479142055,0.09102693665702627,0.30170670635076424,0.21176264555582133
113,COMPLETE,782,0.08368909106669148,4,0.0016947222496499024,0.09570281493948227,0.30935871563523515,0.214730886894458
114,COMPLETE,834,0.12247526488088323,4,0.0036625907187837954,0.09617633572501781,0.3101230976967337,0.21548932949899594
115,COMPLETE,860,0.06449408475342154,4,0.0009311053878891339,0.09268106525123075,0.3044356504275259,0.2134987717616294
116,COMPLETE,911,0.04580294005867362,4,0.005881798509728929,0.08992665566724457,0.29987773453066596,0.21137921831126705
117,COMPLETE,797,0.04734047531447946,4,0.00992428021964195,0.09645079086479744,0.31056527633461767,0.21994875574785075
118,COMPLETE,910,0.044697213293789465,4,0.005687169029368682,0.09608581508031923,0.3099771202529619,0.21883355401895876
119,COMPLETE,728,0.03566194445301083,4,3.501932235269011e-05,0.09901686304597918,0.31466945044916445,0.22663855861274806
120,COMPLETE,893,0.05054281857155852,9,0.0077077411429323905,0.14632715731205004,0.38252732884337826,0.2632174910085108
121,COMPLETE,922,0.05570237743567169,4,0.002778464765760164,0.08718123256252934,0.29526468221331403,0.20646347859117653
122,COMPLETE,964,0.055361568186560406,4,0.004273632904035599,0.0936494506013086,0.30602197731749364,0.2146829296205908
123,COMPLETE,930,0.061725333586692736,4,0.0028011171936040387,0.09373205583026965,0.3061569137391309,0.21561890804866074
